utr_id,upi_id,mobile_number,is_fake
04251324,9726798479@okhdfcbank,9726798479,1
20250421064235045320ZZ,9698751715@okicici,9698751715,1
20250421064235189808,9475384158@axl,9475384158,0
20250421064235986170,9272607368@ybl,9272607368,0
20250421064235471138ZZ,9183077256@okicici,9183077256,1
20250421064235018,9347751664@ibl,9347751664,1
20250421064235942074ZZ,9068664514@okicici,9068664514,1
20250421064235484007,9498232881@okhdfcbank,9498232881,0
20250421064235409289,9129160296@okhdfcbank,9129160296,0
254434531200,9991287705@okaxis,9991287705,1
20250421064235009496,9357915991@ibl,9357915991,0
20250421064235894937,9526753213@ibl,9526753213,0
23846845371,9730686033@okhdfcbank,9730686033,1
20250421064235366231,9253864936@ybl,9253864936,0
20250421064235906810,9313828482@ybl,9313828482,0
20250421064235185175#,9960036933@ibl,9960036933,1
20250421064235119759,9667148545@okhdfcbank,9667148545,0
20250421064235167426,9555496419@ibl,9555496419,0
20250421064235919173,9168590637@okicici,9168590637,0
20250421064235379351,9529698205@ibl,9529698205,0
20250421064235402637,9926789533@ibl,9926789533,0
12691678,9778127059@okicici,9778127059,1
20250421064235625,9917531524@okaxis,9917531524,1
20250421064235689070,9127664032@axl,9127664032,0
20250421064235926481,9422096563@okaxis,9422096563,0
20250421064235115946X,9667927571@axl,9667927571,1
20250421064235371722#,9246838079@okicici,9246838079,1
20250421064235878300#,9007793020@okicici,9007793020,1
00000421064235741481,9232349448@okicici,9232349448,1
00000421064235064469,9259558509@ibl,9259558509,1
20250421064235514398,9057200978@axl,9057200978,0
20250421064235330908,9601137188@okaxis,9601137188,0
20250421064235618159,9510618264@ybl,9510618264,0
00000421064235760171,9107238845@okaxis,9107238845,1
2025042106423516204,9722012255@okhdfcbank,9722012255,1
20250421064235423577,9351046853@ybl,9351046853,0
20250421064235523580,9093290494@okaxis,9093290494,0
20250421064235480403X,9321002739@okicici,9321002739,1
783391339,9515175363@okicici,9515175363,1
202504210642359388,9918722212@okhdfcbank,9918722212,1
20250421064235956863,9432523564@axl,9432523564,0
20250421064235998716,9775265908@axl,9775265908,0
2025042106423597187,9660415112@okhdfcbank,9660415112,1
00000421064235289434,9924578517@ibl,9924578517,1
20250421064235973576#,9449325381@okicici,9449325381,1
20250421064235659424,9063667923@okicici,9063667923,0
20250421064235154,9460409307@ibl,9460409307,1
202504210642351998,9577744478@okhdfcbank,9577744478,1
20250421064235155751ZZ,9325143975@ibl,9325143975,1
20250421064235409852,9788578709@okicici,9788578709,0
20250421064235637885,9528141703@ybl,9528141703,0
20250421064235531255,9567556047@okicici,9567556047,0
714718850196,9179448551@okhdfcbank,9179448551,1
00000421064235812147,9717298719@axl,9717298719,1
567695451739,9928414521@ybl,9928414521,1
20250421064235225424,9542205741@okhdfcbank,9542205741,0
20250421064235186241,9703703440@okhdfcbank,9703703440,0
20250421064235584572,9645366929@ybl,9645366929,0
20250421064235677364,9212194443@okaxis,9212194443,0
20250421064235953183,9618916013@ibl,9618916013,0
20250421064235027413,9707847623@ibl,9707847623,0
20250421064235757967,9687375920@okicici,9687375920,0
20250421064235691211,9033326369@okicici,9033326369,0
20250421064235748070,9057598159@okhdfcbank,9057598159,0
20250421064235518597,9551066885@okhdfcbank,9551066885,0
00000421064235247606,9411601812@axl,9411601812,1
20250421064235654329,9062354478@ybl,9062354478,0
20250421064235888407,9855139536@axl,9855139536,0
20250421064235704038,9195778253@okicici,9195778253,0
20250421064235211218,9834758579@okicici,9834758579,0
00000421064235039974,9658842073@axl,9658842073,1
20250421064235382011#,9860509791@okicici,9860509791,1
00000421064235858901,9067092159@okaxis,9067092159,1
20250421064235841167,9431785245@okhdfcbank,9431785245,0
20250421064235739822#,9684005891@okaxis,9684005891,1
20250421064235183485X,9854142588@axl,9854142588,1
20250421064235306548,9449610032@okhdfcbank,9449610032,0
20250421064235548758X,9034421845@ibl,9034421845,1
2025042106423578511,9462915648@ibl,9462915648,1
20250421064235959269,9362170149@okaxis,9362170149,0
20250421064235284914,9221800683@axl,9221800683,0
202504210642352192,9783834803@axl,9783834803,1
20250421064235310336,9422055736@okhdfcbank,9422055736,0
20250421064235583052ZZ,9640389821@ibl,9640389821,1
20250421064235300,9733132303@ibl,9733132303,1
00000421064235088212,9166331148@okicici,9166331148,1
20250421064235630368,9162105389@ibl,9162105389,0
20250421064235047081,9845116211@okaxis,9845116211,0
20250421064235223077X,9807689371@okaxis,9807689371,1
00000421064235517120,9988901862@ybl,9988901862,1
20250421064235361848,9962912558@ybl,9962912558,0
2025042106423535262,9459464753@ibl,9459464753,1
00000421064235517323,9626080681@okhdfcbank,9626080681,1
20250421064235566,9834515916@axl,9834515916,1
20250421064235522810,9510451741@ibl,9510451741,0
00000421064235655644,9041641881@okicici,9041641881,1
789258673,9030010757@okaxis,9030010757,1
20250421064235689117,9867074228@okaxis,9867074228,0
20250421064235155045,9680867857@okhdfcbank,9680867857,0
41422082,9525269170@okicici,9525269170,1
20250421064235267826,9028311425@ybl,9028311425,0
202504210642353297,9868164205@okaxis,9868164205,1
20250421064235861564ZZ,9917536524@okaxis,9917536524,1
20250421064235688466,9847815429@okaxis,9847815429,0
79111310469,9046788761@ibl,9046788761,1
20250421064235698568X,9145617908@ybl,9145617908,1
20250421064235864667,9364121598@okaxis,9364121598,0
20250421064235175,9301056382@okaxis,9301056382,1
20250421064235326574,9961546926@axl,9961546926,0
00000421064235198406,9431256757@okaxis,9431256757,1
20250421064235581126,9344602768@axl,9344602768,0
20250421064235556006#,9829694090@axl,9829694090,1
20250421064235004905,9840535713@okaxis,9840535713,0
00000421064235358336,9484766469@okhdfcbank,9484766469,1
209446321037,9196205878@ybl,9196205878,1
00000421064235667212,9971028653@axl,9971028653,1
00000421064235244199,9610775141@ybl,9610775141,1
20250421064235693001,9715796649@okhdfcbank,9715796649,0
20250421064235865951,9218775280@axl,9218775280,0
20250421064235298962,9732147530@axl,9732147530,0
00000421064235826305,9304304542@ibl,9304304542,1
020055240,9348292724@axl,9348292724,1
00000421064235907566,9160832924@okhdfcbank,9160832924,1
07862954,9200641891@ybl,9200641891,1
00000421064235335987,9659223127@ibl,9659223127,1
20250421064235247506,9744437129@okhdfcbank,9744437129,0
20250421064235084635,9052177552@okicici,9052177552,0
20250421064235459,9344869049@ybl,9344869049,1
20250421064235288377,9917303341@okaxis,9917303341,0
20250421064235285318,9945081431@okhdfcbank,9945081431,0
20250421064235668641,9618043176@okaxis,9618043176,0
4905349119,9209853001@okhdfcbank,9209853001,1
20250421064235857990,9809923101@ibl,9809923101,0
20250421064235080264#,9151509928@okhdfcbank,9151509928,1
20250421064235694346,9944597338@okhdfcbank,9944597338,0
20250421064235807703,9579811223@ybl,9579811223,0
00000421064235053430,9053614406@okaxis,9053614406,1
20250421064235322661,9536033969@okicici,9536033969,0
20250421064235499009,9136650443@axl,9136650443,0
20250421064235928041#,9749352221@okaxis,9749352221,1
20250421064235071513X,9138527721@okicici,9138527721,1
20250421064235812764,9313602640@axl,9313602640,0
20250421064235247609,9022575502@axl,9022575502,0
20250421064235606754,9201704706@ybl,9201704706,0
20250421064235034389,9433702705@okaxis,9433702705,0
30057902759,9904498314@ybl,9904498314,1
20250421064235508228,9451384091@ybl,9451384091,0
20250421064235529024,9061031385@ybl,9061031385,0
20250421064235057215ZZ,9174902585@okicici,9174902585,1
20250421064235417550ZZ,9292195957@ibl,9292195957,1
00000421064235084367,9197911973@ybl,9197911973,1
20250421064235584724X,9062429437@ybl,9062429437,1
20250421064235184440ZZ,9908273728@ybl,9908273728,1
20250421064235195937,9674225218@okicici,9674225218,0
20250421064235231503ZZ,9480113619@okhdfcbank,9480113619,1
20250421064235503706,9449458767@okhdfcbank,9449458767,0
20250421064235271019,9943270301@axl,9943270301,0
7341471395,9656229436@axl,9656229436,1
20250421064235539547,9066185844@ibl,9066185844,0
00000421064235016863,9414274067@ibl,9414274067,1
20250421064235284463,9753411607@okicici,9753411607,0
80262759,9671696649@axl,9671696649,1
20250421064235361802,9411303629@ibl,9411303629,0
00000421064235778037,9756976339@okicici,9756976339,1
00000421064235437385,9533225560@okaxis,9533225560,1
20250421064235960932X,9773313939@okhdfcbank,9773313939,1
20250421064235458274#,9898461861@ibl,9898461861,1
20250421064235624021,9977518878@okicici,9977518878,0
2025042106423563061,9701176853@ibl,9701176853,1
20250421064235914019,9624605982@okhdfcbank,9624605982,0
20250421064235770533,9525921269@ibl,9525921269,0
20250421064235176893ZZ,9055943850@ibl,9055943850,1
20250421064235693504,9889950049@okaxis,9889950049,0
20250421064235960687#,9638132599@ibl,9638132599,1
20250421064235877307,9120693025@okaxis,9120693025,0
20250421064235221492,9452989387@okhdfcbank,9452989387,0
20250421064235355255,9182908004@okicici,9182908004,0
20250421064235859,9651011720@axl,9651011720,1
20250421064235024721,9287728037@ibl,9287728037,0
00000421064235337444,9323752072@axl,9323752072,1
20250421064235784582,9254495745@ybl,9254495745,0
20250421064235389278,9462948820@okaxis,9462948820,0
20250421064235663656,9693439719@okicici,9693439719,0
897322249558,9216033197@ibl,9216033197,1
542887968,9764580838@okhdfcbank,9764580838,1
20250421064235308,9430017188@ibl,9430017188,1
20250421064235131404,9677947791@okhdfcbank,9677947791,0
20250421064235872863,9785950968@okicici,9785950968,0
00000421064235365827,9247835759@ybl,9247835759,1
2025042106423539990,9242804105@okaxis,9242804105,1
20250421064235370981,9710228094@okicici,9710228094,0
20250421064235200277,9132535266@okaxis,9132535266,0
20250421064235209516,9473169717@okicici,9473169717,0
0178100018,9067090963@okicici,9067090963,1
20250421064235311736X,9092029066@okicici,9092029066,1
1402013464,9899840900@axl,9899840900,1
5758674924,9387740515@okhdfcbank,9387740515,1
2025042106423534784,9944512173@okhdfcbank,9944512173,1
20250421064235493695,9358509136@okicici,9358509136,0
00000421064235594948,9155136177@ibl,9155136177,1
20250421064235496757X,9361811958@ybl,9361811958,1
20250421064235601709#,9056254935@ybl,9056254935,1
202504210642354322,9014032349@okaxis,9014032349,1
20250421064235000832,9776913239@okaxis,9776913239,0
202504210642352013,9482310316@okicici,9482310316,1
580618162749,9094275782@okaxis,9094275782,1
34454224,9863687481@okicici,9863687481,1
20250421064235421755#,9085766049@axl,9085766049,1
20250421064235480454ZZ,9533910688@ibl,9533910688,1
20250421064235931892,9490271566@ybl,9490271566,0
20250421064235135733,9429436996@okaxis,9429436996,0
20250421064235239744,9556635658@okaxis,9556635658,0
20250421064235497392,9722154150@axl,9722154150,0
40467260,9302052673@ybl,9302052673,1
00000421064235369853,9207907134@okhdfcbank,9207907134,1
20250421064235883,9920790684@ibl,9920790684,1
20250421064235459005,9828599596@ibl,9828599596,0
00000421064235255147,9863031230@okaxis,9863031230,1
041131386,9059162893@okhdfcbank,9059162893,1
20250421064235372381,9680621512@okhdfcbank,9680621512,0
20250421064235435460,9558107232@axl,9558107232,0
20250421064235555122,9472164009@axl,9472164009,0
20250421064235399136,9373795893@ibl,9373795893,0
20250421064235731400,9952245580@ybl,9952245580,0
20250421064235632873,9460542395@ibl,9460542395,0
20250421064235303096#,9112957509@ybl,9112957509,1
20250421064235552708X,9213736210@okaxis,9213736210,1
30999421,9304982612@ibl,9304982612,1
20250421064235908087,9906870770@ibl,9906870770,0
20250421064235898490,9765305347@axl,9765305347,0
463392812504,9177792463@okaxis,9177792463,1
00000421064235287954,9373507279@okaxis,9373507279,1
20250421064235851908,9311195854@ibl,9311195854,0
295853548725,9767910964@ybl,9767910964,1
202504210642357980,9956973023@okicici,9956973023,1
00000421064235570020,9628190694@axl,9628190694,1
20250421064235885085,9537994279@okhdfcbank,9537994279,0
20250421064235817075,9065592700@okicici,9065592700,0
745959898933,9303568004@okicici,9303568004,1
20250421064235745462,9632635728@okhdfcbank,9632635728,0
2025042106423538356,9552453451@okhdfcbank,9552453451,1
20250421064235044215,9143267046@axl,9143267046,0
20250421064235691297,9913986549@okicici,9913986549,0
00000421064235769523,9837826783@okhdfcbank,9837826783,1
20250421064235397479,9810219850@axl,9810219850,0
20250421064235423035,9188655169@ibl,9188655169,0
20250421064235490760,9653665551@ibl,9653665551,0
2025042106423583426,9681946097@ibl,9681946097,1
20250421064235388577,9195324387@ybl,9195324387,0
20250421064235540762,9622686991@okaxis,9622686991,0
00000421064235718563,9647870338@okaxis,9647870338,1
20250421064235185234,9548989840@okicici,9548989840,0
20250421064235455802,9893891309@okicici,9893891309,0
20250421064235891544#,9425229821@okhdfcbank,9425229821,1
20250421064235136296ZZ,9383861375@ybl,9383861375,1
2025042106423586077,9712101377@okicici,9712101377,1
20250421064235846459X,9491443382@axl,9491443382,1
20250421064235658310,9100902085@okaxis,9100902085,0
20250421064235715844,9905928031@okhdfcbank,9905928031,0
356463819868,9962854774@okaxis,9962854774,1
20250421064235366313X,9153729445@ybl,9153729445,1
00000421064235441361,9732157536@axl,9732157536,1
20250421064235518646,9542989050@ybl,9542989050,0
999982273443,9688911131@okicici,9688911131,1
00000421064235408032,9889748854@okhdfcbank,9889748854,1
50626322,9665322878@okaxis,9665322878,1
20250421064235861859,9651858189@okicici,9651858189,0
20250421064235239429,9353948871@axl,9353948871,0
20250421064235951,9560590000@ybl,9560590000,1
20250421064235408362,9759374581@okicici,9759374581,0
91238205,9697693717@okaxis,9697693717,1
20250421064235664455,9418804746@axl,9418804746,0
2025042106423574246,9732274383@okaxis,9732274383,1
20250421064235750204,9549122019@okhdfcbank,9549122019,0
833022562,9830420703@okicici,9830420703,1
20250421064235326725,9527804169@okicici,9527804169,0
20250421064235091324#,9587829735@ybl,9587829735,1
20250421064235407517X,9860596808@ybl,9860596808,1
301671319770,9719053503@axl,9719053503,1
014487646425,9332201354@okhdfcbank,9332201354,1
00000421064235150452,9882220693@ybl,9882220693,1
20250421064235447522X,9808451406@ibl,9808451406,1
20250421064235197235,9806916430@ybl,9806916430,0
20250421064235311,9498496345@ibl,9498496345,1
202504210642350658,9043905835@okaxis,9043905835,1
00000421064235758975,9995117587@ybl,9995117587,1
9273857344,9276592404@okhdfcbank,9276592404,1
2025042106423578886,9120355118@okhdfcbank,9120355118,1
20250421064235057749,9108738221@okhdfcbank,9108738221,0
00000421064235309568,9488822267@ybl,9488822267,1
20250421064235452959#,9308811428@ibl,9308811428,1
20250421064235601979,9150172069@okhdfcbank,9150172069,0
20250421064235801340,9585424369@axl,9585424369,0
20250421064235623206,9025543802@okicici,9025543802,0
20250421064235565842,9691877304@ybl,9691877304,0
20250421064235741180,9085520053@ybl,9085520053,0
00000421064235479419,9828681401@okaxis,9828681401,1
00000421064235045333,9978233858@axl,9978233858,1
202504210642352042,9489788307@ybl,9489788307,1
20250421064235132008,9996198031@ybl,9996198031,0
20250421064235458827X,9426088745@okhdfcbank,9426088745,1
00787271,9572584728@okhdfcbank,9572584728,1
20250421064235248650,9900015508@okicici,9900015508,0
202504210642355679,9677825892@okicici,9677825892,1
20250421064235894359,9406772038@ibl,9406772038,0
20250421064235290442,9062703724@axl,9062703724,0
2025042106423519488,9719359155@axl,9719359155,1
20250421064235830464X,9028879685@axl,9028879685,1
20250421064235907898,9080123925@okaxis,9080123925,0
202504210642357021,9446898241@okhdfcbank,9446898241,1
34315051,9213100616@ybl,9213100616,1
20250421064235674716,9765055051@axl,9765055051,0
20250421064235331178#,9671921876@axl,9671921876,1
869840955007,9615511860@axl,9615511860,1
00000421064235366445,9450877945@ybl,9450877945,1
00000421064235794961,9593470591@okaxis,9593470591,1
246089060,9561997555@axl,9561997555,1
20250421064235206075#,9980544918@axl,9980544918,1
20250421064235013845ZZ,9403678895@okaxis,9403678895,1
20250421064235503378,9351565903@ybl,9351565903,0
20250421064235188153,9606219594@ibl,9606219594,0
20250421064235314024X,9820194384@okicici,9820194384,1
20250421064235424433,9965050227@ybl,9965050227,0
20250421064235836104,9592540288@ibl,9592540288,0
20250421064235124611,9613930411@okaxis,9613930411,0
20250421064235577203X,9791631597@ibl,9791631597,1
2025042106423564064,9820872486@okhdfcbank,9820872486,1
202504210642351023,9439131249@axl,9439131249,1
00000421064235290420,9333546234@okhdfcbank,9333546234,1
20250421064235666,9368278634@okicici,9368278634,1
20250421064235019265X,9070394644@okaxis,9070394644,1
33862157729,9822043810@okhdfcbank,9822043810,1
20250421064235733,9415848817@okhdfcbank,9415848817,1
20250421064235206889#,9762120624@okaxis,9762120624,1
00000421064235540408,9291628352@okicici,9291628352,1
20250421064235029133#,9006495876@ybl,9006495876,1
980918963987,9508822389@ybl,9508822389,1
20250421064235540488X,9308715976@okicici,9308715976,1
2025042106423520902,9416870628@okaxis,9416870628,1
20250421064235431,9792881193@ibl,9792881193,1
83231679,9000417037@ybl,9000417037,1
54339147603,9617978804@okicici,9617978804,1
20250421064235152838#,9996194401@okicici,9996194401,1
20250421064235384373,9615879064@okaxis,9615879064,0
00000421064235842510,9882071382@ibl,9882071382,1
00000421064235584242,9507188315@okhdfcbank,9507188315,1
00000421064235053640,9661408426@ybl,9661408426,1
2025042106423580065,9296005794@okicici,9296005794,1
20250421064235759723,9964301851@okaxis,9964301851,0
20250421064235524293,9206497500@ibl,9206497500,0
20250421064235542280,9460718133@ybl,9460718133,0
00000421064235678778,9121835457@ibl,9121835457,1
00000421064235036936,9214883333@okaxis,9214883333,1
20250421064235570152,9461055422@ybl,9461055422,0
00000421064235723205,9461114184@okaxis,9461114184,1
20250421064235613920,9017378345@ybl,9017378345,0
20250421064235941119,9768621363@ibl,9768621363,0
00000421064235850449,9556845199@okicici,9556845199,1
20250421064235436907,9706726516@axl,9706726516,0
20250421064235095147,9904389861@okaxis,9904389861,0
431852032036,9587584780@okaxis,9587584780,1
20250421064235059050ZZ,9826521599@axl,9826521599,1
00000421064235397783,9303247956@okicici,9303247956,1
20250421064235755757,9219022271@okaxis,9219022271,0
20250421064235670129,9741774582@ibl,9741774582,0
20250421064235554781,9083489421@axl,9083489421,0
20250421064235687318#,9060351729@axl,9060351729,1
20250421064235634156,9905740896@okicici,9905740896,0
20250421064235678602,9311873092@ibl,9311873092,0
20250421064235858038,9040074178@okhdfcbank,9040074178,0
20250421064235409965,9348194582@ybl,9348194582,0
20250421064235984559,9379617587@ybl,9379617587,0
00000421064235744579,9982374264@axl,9982374264,1
2025042106423566390,9810965247@ibl,9810965247,1
20250421064235209013,9318103541@okhdfcbank,9318103541,0
870102684,9718029942@ibl,9718029942,1
20250421064235299611,9440217614@okaxis,9440217614,0
80762400451,9080373451@okicici,9080373451,1
20250421064235622154,9888171235@okaxis,9888171235,0
00000421064235201939,9327527049@okaxis,9327527049,1
20250421064235556379ZZ,9611178163@ybl,9611178163,1
00000421064235267942,9914472349@okicici,9914472349,1
74855228154,9157235714@okhdfcbank,9157235714,1
20250421064235479944,9002282133@axl,9002282133,0
20250421064235066277,9579183251@axl,9579183251,0
00000421064235056546,9532147493@ybl,9532147493,1
20250421064235840130,9062190920@okicici,9062190920,0
20250421064235016362,9360379428@okaxis,9360379428,0
00000421064235401667,9708234081@ibl,9708234081,1
20250421064235860924ZZ,9907069598@ibl,9907069598,1
61590976284,9637027313@ibl,9637027313,1
20250421064235046480ZZ,9818676944@ybl,9818676944,1
20250421064235269058,9849460264@okaxis,9849460264,0
742969734,9381583814@okicici,9381583814,1
20250421064235291484,9372236135@ybl,9372236135,0
20250421064235928607,9975766267@okhdfcbank,9975766267,0
20250421064235205943,9018817026@okicici,9018817026,0
20250421064235619606,9773129708@ibl,9773129708,0
202504210642357919,9059962927@ibl,9059962927,1
00000421064235542387,9890979246@okicici,9890979246,1
20250421064235729437,9090681717@okhdfcbank,9090681717,0
20250421064235976327X,9988414092@okaxis,9988414092,1
20250421064235485988,9998580594@ibl,9998580594,0
87307914,9881656217@okicici,9881656217,1
00000421064235675606,9862338580@okhdfcbank,9862338580,1
20250421064235807212,9293348220@okicici,9293348220,0
20250421064235233273,9401835662@axl,9401835662,0
20250421064235383006,9061227084@okicici,9061227084,0
84679561,9139399103@ibl,9139399103,1
20250421064235608018,9132193047@ibl,9132193047,0
20250421064235145998,9744770163@ybl,9744770163,0
20250421064235938942,9565167339@okicici,9565167339,0
20250421064235192,9532282236@axl,9532282236,1
20250421064235820925,9315837715@axl,9315837715,0
20250421064235891590#,9141508773@okicici,9141508773,1
20250421064235884424ZZ,9922440151@okhdfcbank,9922440151,1
00000421064235057070,9520150322@okicici,9520150322,1
20250421064235412766,9118711808@ibl,9118711808,0
20250421064235762825,9796475759@ibl,9796475759,0
20250421064235770,9342768610@okhdfcbank,9342768610,1
20250421064235314393,9185030378@okicici,9185030378,0
20250421064235402778,9272967609@ybl,9272967609,0
20250421064235296925,9679839504@okhdfcbank,9679839504,0
20250421064235264,9386476212@okicici,9386476212,1
20250421064235237562,9496703234@okaxis,9496703234,0
20250421064235054,9514487913@okaxis,9514487913,1
20250421064235630745,9715861933@ibl,9715861933,0
2025042106423526921,9219788048@okhdfcbank,9219788048,1
20250421064235339936,9818269890@okaxis,9818269890,0
20250421064235944879#,9712637337@okhdfcbank,9712637337,1
00000421064235571732,9923051155@ybl,9923051155,1
20250421064235559716,9697122333@okhdfcbank,9697122333,0
20250421064235062080,9195574030@okicici,9195574030,0
20250421064235199243#,9430220077@okaxis,9430220077,1
20250421064235019863,9590255300@okicici,9590255300,0
20250421064235894602X,9549421994@okicici,9549421994,1
20250421064235490504,9477992336@ibl,9477992336,0
00000421064235426733,9994540016@okaxis,9994540016,1
20250421064235605628,9626874081@ybl,9626874081,0
20250421064235515449,9981990694@ibl,9981990694,0
00000421064235776627,9050600791@okaxis,9050600791,1
20250421064235641792,9279271357@ybl,9279271357,0
6396842612,9077407812@axl,9077407812,1
00000421064235073487,9847113316@okaxis,9847113316,1
00000421064235139629,9005348504@ibl,9005348504,1
20250421064235015093ZZ,9203182430@ybl,9203182430,1
00000421064235133660,9580825297@ibl,9580825297,1
20250421064235935850,9554836666@okhdfcbank,9554836666,0
20250421064235336557,9079823617@ibl,9079823617,0
20250421064235524284,9658862559@okhdfcbank,9658862559,0
20250421064235555223,9286877155@okaxis,9286877155,0
20250421064235952171,9287374976@okaxis,9287374976,0
20250421064235939749,9612952506@ibl,9612952506,0
20250421064235926896,9551441640@okhdfcbank,9551441640,0
20250421064235305256,9458753174@okaxis,9458753174,0
20250421064235249657,9382959562@ibl,9382959562,0
20250421064235052847,9519864884@okicici,9519864884,0
20250421064235427871,9243267092@okhdfcbank,9243267092,0
20250421064235722329,9051954643@ybl,9051954643,0
20250421064235091960,9489692485@axl,9489692485,0
20250421064235926040ZZ,9441436874@okhdfcbank,9441436874,1
20250421064235485693ZZ,9219730526@axl,9219730526,1
20250421064235792424,9013378083@okaxis,9013378083,0
2025042106423517635,9963841886@okicici,9963841886,1
729519143,9006640381@ybl,9006640381,1
20250421064235495065,9670824110@axl,9670824110,0
2025042106423549232,9099400132@ybl,9099400132,1
20250421064235068,9914607033@okhdfcbank,9914607033,1
20250421064235056304,9063458754@axl,9063458754,0
20250421064235514551,9103141208@axl,9103141208,0
625979603,9053275304@ybl,9053275304,1
6117117767,9460236604@okaxis,9460236604,1
20250421064235007968,9320848271@ibl,9320848271,0
20250421064235918,9686038701@okhdfcbank,9686038701,1
00000421064235090088,9321666697@axl,9321666697,1
20250421064235717199,9836374029@okaxis,9836374029,0
79046587,9826650405@ibl,9826650405,1
20250421064235088549,9980455630@ybl,9980455630,0
20250421064235531051,9381935951@ibl,9381935951,0
20250421064235969773,9168137327@okhdfcbank,9168137327,0
00000421064235340497,9578995339@ibl,9578995339,1
00000421064235268096,9081533177@okhdfcbank,9081533177,1
20250421064235280290,9116183798@okicici,9116183798,0
20250421064235325685,9405598855@axl,9405598855,0
00000421064235480619,9160888342@ybl,9160888342,1
20250421064235361400,9488695261@okhdfcbank,9488695261,0
20250421064235661496,9229469678@ibl,9229469678,0
2025042106423572487,9523428328@okhdfcbank,9523428328,1
20250421064235566437,9297455836@ybl,9297455836,0
20250421064235422221,9687685280@okicici,9687685280,0
00968986,9722595580@axl,9722595580,1
